speech_parent_uid,speaker_id,chapter_id,utterance_id,selection_score,source_flac_path,source_file_sha256,source_duration,canonical_pcm_path,canonical_raw_pcm_sha256,canonical_sample_rate,canonical_channels,canonical_sample_width,canonical_sample_count,decoded_samples,center_crop_start
3109c8fb30b69d872b46a1394a8deeb0,237,126133,0009,05ca36557cc6da920ca973e53dde39676af173a02193d7982f4fd06aa1bfe8d9,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\237\126133\237-126133-0009.flac,a9f43fd43b170f06ea1043de35bfd6db3a120a4a454db002bc0d8bb66271e770,3.97,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\237-126133-0009.wav,5b1ed2215e148bb1bb741b71d1239e7478ddf374f192dec5a41511057ed4a096,48000,1,2,96000,190560,47280
a26515569ea474ccea600494cc5baed8,260,123286,0025,0181be9b2800e614c95e3a4ab28a20f06f5b9654fb64a55f2be5b14b03a359ab,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\260\123286\260-123286-0025.flac,8db1f7aa313b207d17671f9be40b1b2e20046b515f7e20da1a900c3c52983ef3,9.205,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\260-123286-0025.wav,f1afd03b388c07382af3aacb87c14de07563a3bf0ada4a700cf755583307e826,48000,1,2,96000,441840,172920
03fb87524eb80cd12515a728280c35d3,2830,3980,0053,00265a11ae1641a55e848dae8ca8d6a61fd9e8dee77057316cda735722b5aaaa,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\2830\3980\2830-3980-0053.flac,0885575b0fba5e093c04e0f0a20fea21517c660b242cb3cb8ac60ecd7757c638,5.015,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\2830-3980-0053.wav,6147b8a70dc49db9114b3591fe93e8ca22f4081c3a72c7b902b6a5935611917c,48000,1,2,96000,240720,72360
79b3bc44c1e48fc8811b35a0ca271778,2961,960,0013,07aa9fad2058e25ee7f0050c5e0d5871055ab58458c4392d523c98b5fb597ef9,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\2961\960\2961-960-0013.flac,ac57231c90a582f47ed6378aaf9b098e1ff344b3fe0805e03b1a5fd0b09de937,10.575,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\2961-960-0013.wav,7ff94526c96a306f01311bfcbf888ab713a058056f1d9dfd8e254898e8c05412,48000,1,2,96000,507600,205800
d5d485246626a70f86ce612a2d3d8ba9,3570,5694,0006,0252606166fb135d8b2513c873e8f16113c12923465beedf27a52d25e77eb418,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\3570\5694\3570-5694-0006.flac,c19b4157ed991d17f65e20f3969c46e2a806ee3b567ecd8dd52ad00b7fffcdd9,14.505,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\3570-5694-0006.wav,e35c9bad9ad18fad1249e94cdf5f12af731b2e7adeeec1e56f56a37913145571,48000,1,2,96000,696240,300120
a9fafeb64ceea248f5b43bc7914e2d5a,3575,170457,0034,018d5d6aac96a35c40a5f9cc95d589a7ec518f59c88e837e25e6e72c0be4579c,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\3575\170457\3575-170457-0034.flac,7379f6afffbfc11aded5aae60cf94ff2f5aa5a2dc317f61b2cd70c9c4d4847df,3.495,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\3575-170457-0034.wav,93685c1fc09d7c67f6789633ca3436176b1b1d89968f7568018e7ba1a782a450,48000,1,2,96000,167760,35880
238157a39de46e3d97fc13d5bdb7f7c5,3729,6852,0032,1ed829acb30b14997b4b2eb7991e075148b3db32b40f1bb840266e1ecb9aa1a0,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\3729\6852\3729-6852-0032.flac,f9cd53241f01e07ccb53661aa5ce2837f2fdac6790ea9834367f2ac99fbb4eb9,13.64,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\3729-6852-0032.wav,aa3348e3e3f4a62b15c6b8a188767ee8ca97c96f4c7ea0a79db3fd84d23d12ef,48000,1,2,96000,654720,279360
7fc0a51c88bb104ddafd499bb0565ce1,4077,13751,0012,09a80ceac0af51f3ad0536b479d438cfe1487a0945a1fd3ebf820fe2a2e547b7,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\4077\13751\4077-13751-0012.flac,3ea265aa65ae67bb6074a5952ebcb7b6c65390bee9bedd4ea33ef224ce74d98a,12.015,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\4077-13751-0012.wav,d2e8823c3121868d37e4e15f97ba19832d2fe5c15ef6f9d59086c54492602de0,48000,1,2,96000,576720,240360
4fc6068dce6a538727c9e375bba724a4,4446,2273,0028,0b61ce8a3fe1f79958099d4f617fa8a6c8c3ba982cb675de38b4024e485b3dd3,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\4446\2273\4446-2273-0028.flac,c24852bb84c9c67468d5f8aa0205565df784b43f21f13d3f45e2ea7433e1fa38,5.405,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\4446-2273-0028.wav,1bd900f28c129550bde07c40cf058b1be906ea63f9617177519eee1a26f88996,48000,1,2,96000,259440,81720
63f78337ba1065c532bf5afd9c7f0eec,4507,16021,0056,06f903fd191a6ef88676b5f53aee38f32346caa5114a4a599a8f638879023cfa,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\4507\16021\4507-16021-0056.flac,0685dcf722b8ff81781bcea06d5da6e8c8f6af4b32c6797f92125687303cf5c8,6.345,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\4507-16021-0056.wav,309d54c39e1f1699d97dcac519439e426341902c58880140050f8f08f2b33998,48000,1,2,96000,304560,104280
72a189c4da8bc00ae9255d4b2e60d882,4970,29093,0019,141f99631165d7bf6a4c046eadfb67f9ad94c69908e786604fba8040093a2ae4,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\4970\29093\4970-29093-0019.flac,b3d96731286b3ddec2cef7c5082af045c84c3159975f2b587397c0e2bc631a17,7.47,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\4970-29093-0019.wav,2d81febaaf0f3901278a7a1d08d1b67944a5c8b617728855dd3d33f67605d3f8,48000,1,2,96000,358560,131280
2d68f8d67e542d785904403afe71de06,4992,41797,0022,06018b652cf5f3b5ce83f575087b985ec0a8164bcc8ddadd2a14558b1b47557b,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\4992\41797\4992-41797-0022.flac,f321f9dc1db9b69ddf396716e05c31f7f2acc409204f05fee9bcf17a3d7386bb,6.45,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\4992-41797-0022.wav,a2cf9d3c83f72719c1fbe3f476b8c20dd7da346d4bb9ffd3a8e32f224686c393,48000,1,2,96000,309600,106800
fe5d84f7038707d4055def12adb6f6f6,5105,28233,0010,0dc89e7645063ebf5b7ccf5e4aa768ed8fd6adb35fc211a8b330e26fbc8df7b1,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\5105\28233\5105-28233-0010.flac,0503ea1f20965deaff3df717c88c715ca26038521bc37f491e80661af208ad06,13.595,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\5105-28233-0010.wav,33b97b80651c4999b4a1e5ce42c967c1f9cc0b9204145d14da7a1dbfc9dc9b1b,48000,1,2,96000,652560,278280
a5cd6bed27c7d0e6743619f1bc71db33,5142,33396,0051,08ec3dcdb24459aa2c596966cbb245073645604f3efc8bc6554e323d0d99607d,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\5142\33396\5142-33396-0051.flac,0b53163ede041db9cc5b8f80f70c3b55ace9c99a52078f0338573f8532e941bc,5.57,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\5142-33396-0051.wav,da49ddfc113e33b125e5317f6a879369e7cec4d3d2d02b9e29c0d79d7fb933c3,48000,1,2,96000,267360,85680
cdf9125c6eb1f2f6361c334351522975,5639,40744,0013,029a3355acc05fcb78a1c9e89315d232349c60810e1c43f917db1d610d0a47f0,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\5639\40744\5639-40744-0013.flac,a2688cb66fd448ee0d578c6d82312afea0f9ad95b24350f251eb79ca5a4f759e,6.865,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\5639-40744-0013.wav,20a9c9cc841961d1d4b9c9028cea90f74c755189519177f5039ca4970311b5cd,48000,1,2,96000,329520,116760
03ccc54bbec33baf705f61b3d8ec5b99,5683,32866,0018,09d1fc1353ca1f62268c028b71f660676287a858c1fb995d6a45e949ee81fbc0,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\5683\32866\5683-32866-0018.flac,e549a1c3566e836c03adab0d43dfbe021fd85120ef9447f62ade5e563a23cf85,5.455,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\5683-32866-0018.wav,60965dcd5ff19a6540862e69f021186dcbfed7f1219ba0ed231a723175984210,48000,1,2,96000,261840,82920
f1c417689c789e4a32a73ada0258c056,61,70968,0015,0ba289f2e30e9be6cb995ca3b15aab503634e37310d2be56a418e7d279ac1da7,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\61\70968\61-70968-0015.flac,7ac00acda3b3174ac3cdcea544799a0824ba1310123c5894b28bbd7871aa3ab8,5.375,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\61-70968-0015.wav,439a3e8b9f4b1e1691a95117d4c8587c0dcd00256a01fe3d2ce8f20fb1fa4ec1,48000,1,2,96000,258000,81000
cb64a1b3483e5ac11da667770eb787a7,672,122797,0008,01c23f5ab8655887ec647c0456b0e8b2a9ea94544ce979a97cb184f1ff61b9ec,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\672\122797\672-122797-0008.flac,dd84cb0e5fb36bb7e48bbe10e49b816f93978ea22ad9e10b1fda24ea4e241dc8,30.81,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\672-122797-0008.wav,7c0a92c0b82da22e60e2331b399009fa0dec57ac982e449e3aa894eb20c9850d,48000,1,2,96000,1478880,691440
c1e90697b2fb370c3b32193d5a9b6d1a,6829,68769,0005,0d06e8bfc5a5a4fd6ce23e875edc1fb77bac06f35a5faa1dfb263087d5ef6bec,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\6829\68769\6829-68769-0005.flac,da11fbd6ef35233d5c73df84efcbeb982f73b04e50c4bcbf09c706fa53ab8a48,6.72,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\6829-68769-0005.wav,85dd42bcc6c52c8a3e77c1eae629951501c00d1193385eece05921c31c8c5712,48000,1,2,96000,322560,113280
0e4073a5d7c87ddc5de0bb26f62a658b,6930,75918,0015,0675bb510625b617d40ae05a5441a89d6e6def9000763d3cf63a5632c4463e90,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\6930\75918\6930-75918-0015.flac,93618408931cd8bcc83f064b61bf2413a0fbbed356f006ccfe80131d9966cf6d,6.38,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\6930-75918-0015.wav,036aa1406c6ec35ec5a492ecf85622682d174eabdb697ae26bec84774d290e4b,48000,1,2,96000,306240,105120
4ed0c27787fec9d787a2f6cd33444fbb,7021,85628,0022,088eef7120adad03f6c43d277ec7a5bcba47062b8bb558a7cfc69349a50382e5,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\7021\85628\7021-85628-0022.flac,e8821814206e0238a9e69fad5afc2f50b6c4c7568bd94e5183a5433de5b43bc5,5.145,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\7021-85628-0022.wav,28a5a8346268880235f15a177a2dda6977499f4790cef288125782bfb59d71ba,48000,1,2,96000,246960,75480
c9f82964cbcd5cbeeb212da516bc7b47,7127,75946,0000,05fef35778a742a3c2689279e198fc50c4bf64cea427afad1328cacad3be5bcc,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\7127\75946\7127-75946-0000.flac,70dfaf079f9d7432d074b025d5fc63898557677324fea88c4482f0f92f687c45,19.475,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\7127-75946-0000.wav,71c38869bef1bffdb4cd8f892b59771ba04e7443503e85ae933a0716d8d3bd61,48000,1,2,96000,934800,419400
a01cfd6c5ad8529afc4dfb1f45d1c98d,7176,92135,0035,12f761932c9e30425ceadb9813403f12866eb81bef86f5702f5d7e8c7a88f8c0,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\7176\92135\7176-92135-0035.flac,9607dc1be3ed733d1bd3fbb6a4070967b15ba57775e058979427b58601a54624,3.38,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\7176-92135-0035.wav,db1d6873576fe82930a4bb8f8d6ee1d7e72e41916809253967a62ba2c07809b1,48000,1,2,96000,162240,33120
add103a1708dbc6d498ad65904a2c575,7729,102255,0005,021de11e114c8c1678ad24f539a44e3f263a938f13b7ca4048a9e49f833dcf4a,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\7729\102255\7729-102255-0005.flac,935720974fe96ff02339c814290c5b645981a1efe0acbf655946c72b2226c078,5.18,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\7729-102255-0005.wav,9ed2d0e4f7d57286e1e359ed09a24797382ae69708262a18d02a09413989a867,48000,1,2,96000,248640,76320
f485605689aad123333ce792cd3411cb,8224,274381,0013,05fe8e01a5e3b5ed74792d287f1b289e2114aec74c697a6f55d50c091735c04b,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\8224\274381\8224-274381-0013.flac,cd0ba8a197cc480b016a6386531b3e1ee14c9ff6ddc85f19abde2abc4f00070a,13.61,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\8224-274381-0013.wav,58b0655d664d63c7b37971f2c89fd9deb76dd3eaebcc4b1308532e96cfe0f1bd,48000,1,2,96000,653280,278640
3e2e95e17ae66fe0c2a4e0fbdacefd43,8230,279154,0042,12ead32a48e0e6f442eea6d1278ef12f39af784bc87aaecdcb4f0a98f8954f2a,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\8230\279154\8230-279154-0042.flac,1325f640cc7a638c868600dfd6b0f24e2c49415ee823e89e2e95ce991c7a2b4a,18.76,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\8230-279154-0042.wav,8d49f947e120a6511d3268543b63da2aa242f5c730dc2c60460971092231d732,48000,1,2,96000,900480,402240
0ad263b796c06a52e66f5e54331c38ac,8455,210777,0066,01f93a55f9e05839a9df4065559199087bb38575975a79e35093f4e99339cee0,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\8455\210777\8455-210777-0066.flac,b4262e9fe126f61651034141e5d0c1f932705e43d6f5f3c7bb89e0760df9e2d4,2.76,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\8455-210777-0066.wav,9205990564b086f3cbf1b4bed23121e308484129be60c36c4e0da8b9c68a8d3b,48000,1,2,96000,132480,18240
5b93a9b1094c05bbdedbfa753cc42f7f,8463,287645,0007,03ae5b1988c562732bce3d7f53ccf83f85d251ee79e1602168f0940e075e50a1,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\8463\287645\8463-287645-0007.flac,3a0f924ca7a1a8bab11fe24288c8dff2f02b6a04eda8d49bd78dd5b6d4ca08bd,21.5,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\8463-287645-0007.wav,af9707400f97693481a1aaead53fb365499376a20b0ccd09014d417ac8ec0f26,48000,1,2,96000,1032000,468000
6a6f61fdbc25ae8dcc9d5152755c7e39,8555,284447,0020,11849bc4446427faffc562160426df2235bccfeeed71847ae57915512ec93541,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\8555\284447\8555-284447-0020.flac,57cc49d6083fb9bc73ad766a69fa5be665b5b822a564a741a85e69a17b721fd0,4.09,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\8555-284447-0020.wav,25ac913c1ebe65d6a898a93673abf78f97de4a66c884632cf39facac81d58752,48000,1,2,96000,196320,50160
06af204869a002c80e44a301488cce35,908,157963,0024,0fb4b5397132f8468911086ea739d513de84c548934ccb5c9209c93186c47f3c,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\extracted\LibriSpeech\test-clean\908\157963\908-157963-0024.flac,731ecc574f3204c74e9ad074a3441908c21ce20616f68e35e663eadfa3fc156f,3.44,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\908-157963-0024.wav,a20b7a736e51bb9f8543b95dbce326cf6490f351058b857178fd323fa0b2068d,48000,1,2,96000,165120,34560
