parent_source_uid,source_file_sha256,source_relative_upstream_path,source_corpus,canonical_wav_path,canonical_file_sha256,canonical_raw_pcm_sha256,sample_rate,channels,sample_width_bytes,frame_count,duration_seconds,rms_audit,peak_audit,canonicalisation_status
1ce94b7c2428024d368fca02eb4a44bf94a25de79a0b68fbf09c6f5a77f34b75,1ce94b7c2428024d368fca02eb4a44bf94a25de79a0b68fbf09c6f5a77f34b75,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/cel/[cel][cla]0124__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\1ce94b7c2428024d.wav,3e0a1a132f320ee87f87a7b3a23a444887d777458c2e2286dbe1de0d46316b6b,0e34334cc5b8526e9876a54c5fda07d2e8e82373794005fa45c93a9dcc02381c,48000,1,2,143999,2.999979167,1572.940332721,7476,OK
d95541346dc63f3765a881b2a0c6499430685a38a967cd992e1a463ddbfb92bc,d95541346dc63f3765a881b2a0c6499430685a38a967cd992e1a463ddbfb92bc,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/cel/[cel][pop_roc]0016__3.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\d95541346dc63f37.wav,f5fda30bf364f59b8008e90bb946a6e284e87cedf0c0bbabefacf1eea233dbc1,454ae301b896738ebc7851c85458787aeb9404011d91c6519ebcee5ed010f69d,48000,1,2,143999,2.999979167,4724.848736520,15957,OK
f562fa903231b07d176e0fd36dbe01231142c8cee717e68b625878f79e11c280,f562fa903231b07d176e0fd36dbe01231142c8cee717e68b625878f79e11c280,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/cla/[cla][pop_roc]0208__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\f562fa903231b07d.wav,7aba264ba6df5b403bda2d98ad85a0551b1a52fa1a28024e0492551830e1cd59,f751287ee7e5959a28cd69ed7b2ff9256bc348dccce2f7c96c4de342ca9034fb,48000,1,2,143999,2.999979167,5399.355339539,32768,OK
878f258daf19f98e956a991cbd130bfc0bf70fe8cfa5db96508c76f7161536c7,878f258daf19f98e956a991cbd130bfc0bf70fe8cfa5db96508c76f7161536c7,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/cla/[cla][pop_roc]0294__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\878f258daf19f98e.wav,21b90c07155d9d6ac8b3484dc3f0f12d85718668fad3d6797ebb9ea85c9ad829,ac03e76199ad84995f28d535a6d690cb05362e87a04062a598794f958ed2137e,48000,1,2,143999,2.999979167,1896.675477028,6873,OK
749bf4f9a07107192c8c02e22d1b0e3b0d1112c017f1e550e7400ecfd97cd215,749bf4f9a07107192c8c02e22d1b0e3b0d1112c017f1e550e7400ecfd97cd215,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/flu/[flu][cla]0357__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\749bf4f9a0710719.wav,b9ebb05c36cda343dc2a367055874adfdf6bdd672917cd250647db6b5e6f21e2,8710bb763d6bc916bde7278166c1eb57d4bbcbd1a2b49a28a01227f51a7d6407,48000,1,2,143999,2.999979167,523.302567027,2435,OK
9526ed751dc3ec4e39648453883a62e0a9b493e34e11bd59ee766f961b2f7077,9526ed751dc3ec4e39648453883a62e0a9b493e34e11bd59ee766f961b2f7077,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/flu/[flu][pop_roc]0406__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\9526ed751dc3ec4e.wav,8b5b231cc9b1bad406f5bef3c597379dadadb1a5114decc0c4fd7e4ebd260fe7,4591f9e097066979017660ebdaa80c0d498909aa8757fb2eebfe5f47f7f4f059,48000,1,2,143999,2.999979167,1254.356219038,6725,OK
8925ac960caa673ba0187cf2526334bc2ea2f5e41f715ccb46dafb81fbef2102,8925ac960caa673ba0187cf2526334bc2ea2f5e41f715ccb46dafb81fbef2102,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/gac/[gac][cla]0596__3.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\8925ac960caa673b.wav,4a7c43e9435d9c55bde2925066b8d2d41f90016e0f056b41a6e5dd8baa805240,0045163aa754d1989e85d0619b525fb419ca0e7037a81448f890f2c5e2ead7e0,48000,1,2,143999,2.999979167,707.011596461,3306,OK
0bad14f47de56aca0f947f586d6b64ad40a49a10f5a1deb8661eb3c0e7a88298,0bad14f47de56aca0f947f586d6b64ad40a49a10f5a1deb8661eb3c0e7a88298,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/gac/[gac][pop_roc]0558__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\0bad14f47de56aca.wav,9b7739b08e199e3ff976e261e464ccb95967f9a53154b9069ba6316cebb6a388,8e81fcc8964629acdede1d8954ceb208367cbaedd63ab0d0306a89adb75281d0,48000,1,2,143999,2.999979167,598.811784863,3514,OK
8af7057c75695f161a8e843c2aafc18130deab8f58e184fe5f1d3d4907a8a305,8af7057c75695f161a8e843c2aafc18130deab8f58e184fe5f1d3d4907a8a305,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/gel/[gel][jaz_blu]0908__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\8af7057c75695f16.wav,2b4a649dfeff6757185ea58d8fe37fe8b5a7cd24778159ba4038e324dd8e3fa2,0039c93da4e3a4d2c80647ecba54e802fde9f2e110569926ae47907bbc1e2da3,48000,1,2,143999,2.999979167,2058.865552683,8647,OK
d31b07bcddfd263521915eb03086f0831a476fb75ef273708948d97e3d8f6f69,d31b07bcddfd263521915eb03086f0831a476fb75ef273708948d97e3d8f6f69,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/gel/[gel][jaz_blu]1008__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\d31b07bcddfd2635.wav,cf01b477b2cd0fc0f9ca8ff29c2aafa97ebad02c9d77f6baff53da064ea0aa78,2a2bc8169d3dacf78025e2d7b96f2556a459ea2e8060a2ac7e00ac21cd3115a3,48000,1,2,143999,2.999979167,4019.696349516,19870,OK
a6942fbfadb75552d92bdfc5f9c05df9b56466aa50a3d109af7676d76fd3ea69,a6942fbfadb75552d92bdfc5f9c05df9b56466aa50a3d109af7676d76fd3ea69,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/org/[org][jaz_blu]1205__2.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\a6942fbfadb75552.wav,c47ee707fe3f1aa53d6f8d2744e77640253467bb8cc0eba7d4395c1570fab47b,ab3bbeb4bbc349c7b1e30d128fb3774183165a3e72935f599c51650d140ef26c,48000,1,2,143999,2.999979167,1851.123139255,10385,OK
eaaa51188a7b5f40f919bba61963ba252c11a87b9dad7d2c3b548434e824e1d2,eaaa51188a7b5f40f919bba61963ba252c11a87b9dad7d2c3b548434e824e1d2,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/org/[org][pop_roc]1256__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\eaaa51188a7b5f40.wav,56bcc615db3999a5198850b2f8036dd58d85578b1cacfd7e10e2773363f2fe88,d5192140f089b4e213eb94d3a2cf0272da4b0ab2066f7b047ad873b610b7a013,48000,1,2,143999,2.999979167,4846.702656351,22670,OK
92b2c2b26861a157f3cab38517af79d905f376bf98e3645cee9a7880ac6d640d,92b2c2b26861a157f3cab38517af79d905f376bf98e3645cee9a7880ac6d640d,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/pia/[pia][jaz_blu]1518__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\92b2c2b26861a157.wav,12834a003eacf08938fbf0d42812920de41a4c3a6dbbd252f171dded478785e0,c02679f90169e2921c552d0fa08e25ad2455266972a6536b1634cebc28e3464e,48000,1,2,143999,2.999979167,1539.684254953,8522,OK
6e1c922ac2f5354541fbde0d491b42b5c448b388952c0fa0c4691a8884c3c39a,6e1c922ac2f5354541fbde0d491b42b5c448b388952c0fa0c4691a8884c3c39a,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/pia/[pia][pop_roc]1321__2.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\6e1c922ac2f53545.wav,c10e1462d54a694999619fa8c62ab99d6034e2958e4f58fa116a81e5ac6e1cf5,50a774ed8bee05ed1a2de683f7a9f2e565d57404c8f6b4288b8b85e14a8f2491,48000,1,2,143999,2.999979167,4662.056044980,20145,OK
7549a9820ba503515dd22ee915a3379915fca9012077180ed4afb0a3c4105ca0,7549a9820ba503515dd22ee915a3379915fca9012077180ed4afb0a3c4105ca0,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/sax/111__[sax][dru][jaz_blu]1711__2.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\7549a9820ba50351.wav,bfa3c103bdaa01c72264caf7d570d57f9eda2fc256f64aa8944d6a0985d09b64,4894fd58410932ab6afbd98bfe7a8c69347a63c4ef71577c33bdc62aae1cb534,48000,1,2,143999,2.999979167,5253.051794355,26252,OK
12e5197b32e316b617cd672d8937bc52cb23cc558c8969d366e25957e1d25ba8,12e5197b32e316b617cd672d8937bc52cb23cc558c8969d366e25957e1d25ba8,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/sax/189__[sax][nod][cla]1671__2.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\12e5197b32e316b6.wav,d90699f57abedf6162f0738bdf1db6a50eff742f64ccd6ea662b5f14bd68618d,2b510b13b25daf78d06d66083e9306e6e8f001105c7eb765a10922650c4c38cb,48000,1,2,143999,2.999979167,1416.914332283,5649,OK
9a0e57e91a7fd003d64b41410ff1ff6211fabf67091a7c7c85f46b3c96f8d992,9a0e57e91a7fd003d64b41410ff1ff6211fabf67091a7c7c85f46b3c96f8d992,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/tru/[tru][jaz_blu]1871__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\9a0e57e91a7fd003.wav,91110d07c00abb212ae498680bccc0d5d06e7e27e1f59df0e5caf3f6b352d9a4,4096d1f934addff0cbdc7a4db44db594e592fc58a0b7963aa5e4cd7bca4fdd58,48000,1,2,143999,2.999979167,2090.639546215,14165,OK
df91004cd5bbdfc53d53fefb52d499e79c8d6c46c9d61d1fe6555c547c9e91e6,df91004cd5bbdfc53d53fefb52d499e79c8d6c46c9d61d1fe6555c547c9e91e6,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/tru/[tru][jaz_blu]1957__3.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\df91004cd5bbdfc5.wav,0e302d1edd92d34bcac65bfa033df8cc8f1dd75afaa6c5c5dbaca3497d37bd11,1837333efd5c724dfb3a413634840eba6a3bcc26bfd04ba4aaaaa06983b882e2,48000,1,2,143999,2.999979167,643.173141863,3142,OK
301541d5e7429116af04b2607ae0e224203bb7e3113c8e1d4435430950be4b13,301541d5e7429116af04b2607ae0e224203bb7e3113c8e1d4435430950be4b13,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/vio/045__[vio][nod][cla]2173__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\301541d5e7429116.wav,4d6217bfb34187100bb728b62e118b45e2edc4f18e504f99b482f1165d3c4ffc,58ece5564d865b113588f61f537b653ba94d336a2ffdaf900db8bc46c1c18161,48000,1,2,143999,2.999979167,702.714803953,4223,OK
edcc4def8e34ce20869c243fe61e58060b0490518ee5376124f86a52f0b3f1b5,edcc4def8e34ce20869c243fe61e58060b0490518ee5376124f86a52f0b3f1b5,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/vio/[vio][cla]2138__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\edcc4def8e34ce20.wav,b60642ead617f47031badbf4258c42514eae8c60273e0f913bb267690ee665fb,f6a7e6ff8968e07fad6b4613000d880d97281c2094b2af525be6f304b418af60,48000,1,2,143999,2.999979167,977.617408784,5667,OK
261b9f06df4071fb66cde1680883a7dacdb52f7b127461da956c2df243396eba,261b9f06df4071fb66cde1680883a7dacdb52f7b127461da956c2df243396eba,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/voi/265__[voi][nod][cou_fol]2409__1.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\261b9f06df4071fb.wav,e8db08e5795337e8324c6d0e2df5d92b5ac1a28f67a4aeae1eeaa75cea554290,ab7f7f0ce28850d5e3c916b15173d79ce53f222b95bb8ed15963949a54d5b905,48000,1,2,143999,2.999979167,8741.020596973,32431,OK
