parent_source_uid,split_key,split,source_corpus,relative_upstream_path
6e1c922ac2f5354541fbde0d491b42b5c448b388952c0fa0c4691a8884c3c39a,412ce9f202ba8bd4643ba16c9e20416612349439725d1fa3f1546b7de70f2fb6,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/pia/[pia][pop_roc]1321__2.wav
92b2c2b26861a157f3cab38517af79d905f376bf98e3645cee9a7880ac6d640d,43e0a99ab55bd09a368f899a0aa4fc0931510c0d0d1a05069bc3be9193b59c9f,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/pia/[pia][jaz_blu]1518__1.wav
261b9f06df4071fb66cde1680883a7dacdb52f7b127461da956c2df243396eba,5b40b166f2d01fe3f8363876ff26fdbaf74d74790ad11cb160a28f84568391ba,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/voi/265__[voi][nod][cou_fol]2409__1.wav
12e5197b32e316b617cd672d8937bc52cb23cc558c8969d366e25957e1d25ba8,5d1342ac1f2cd503eda39702a6090c079ba3d9c8ff1a1e1b18bdb7f461089797,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/sax/189__[sax][nod][cla]1671__2.wav
f562fa903231b07d176e0fd36dbe01231142c8cee717e68b625878f79e11c280,7ae14868c4c08b81f08741153359113400b64bb9d69c756e56767d4222a40dcb,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/cla/[cla][pop_roc]0208__1.wav
766edcad0906e49f339a5c17613362ad634be4e02dcc2b51c92b8fd33c70f2e1,842843550879a3e24a368d79daf7ac6c4396ad801eb3f6edb6db9204b36f3a0d,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/voi/[voi][pop_roc]2341__2.wav
7549a9820ba503515dd22ee915a3379915fca9012077180ed4afb0a3c4105ca0,8451704aec0ca636955254d3374cbe19d31a7d2be330482a02d5cfd5e4bcfb11,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/sax/111__[sax][dru][jaz_blu]1711__2.wav
df91004cd5bbdfc53d53fefb52d499e79c8d6c46c9d61d1fe6555c547c9e91e6,8b81636a325371352dc1aa131c073bf807de4f101d641768884c9996e595bcb0,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/tru/[tru][jaz_blu]1957__3.wav
878f258daf19f98e956a991cbd130bfc0bf70fe8cfa5db96508c76f7161536c7,aab38b52d7cda05eeeea5a735d39266b19482a7f126eafa62e54a2fd2c386457,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/cla/[cla][pop_roc]0294__1.wav
8af7057c75695f161a8e843c2aafc18130deab8f58e184fe5f1d3d4907a8a305,ac2f7f7a9ca0e3cbc38fa476c377e0df7535f901d3c403d5202b919f2cd755bd,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/gel/[gel][jaz_blu]0908__1.wav
301541d5e7429116af04b2607ae0e224203bb7e3113c8e1d4435430950be4b13,c9a7f2d013c2776abe6bae9aff5de1b9065df702d7b4a69cbe3a058c318f89b4,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/vio/045__[vio][nod][cla]2173__1.wav
8925ac960caa673ba0187cf2526334bc2ea2f5e41f715ccb46dafb81fbef2102,c9ef386ef7211d68ddbfffaeea93db326d9d72d64eb54e61632068c628d28f15,TRAIN,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/gac/[gac][cla]0596__3.wav
749bf4f9a07107192c8c02e22d1b0e3b0d1112c017f1e550e7400ecfd97cd215,d21bb3bf538842799d07257dd498645ae55247fab96e53f7d7a860365b1b0ac3,VALIDATION,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/flu/[flu][cla]0357__1.wav
1ce94b7c2428024d368fca02eb4a44bf94a25de79a0b68fbf09c6f5a77f34b75,d3bf3478cda842d4588808f7dfca4edf633742ae31dd02d527974cda6b5453eb,VALIDATION,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/cel/[cel][cla]0124__1.wav
9526ed751dc3ec4e39648453883a62e0a9b493e34e11bd59ee766f961b2f7077,d4e1421d84187bc4c7d9af6b7cb0215a378bd510c2e64fe1b48748b2a69f6fae,VALIDATION,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/flu/[flu][pop_roc]0406__1.wav
d31b07bcddfd263521915eb03086f0831a476fb75ef273708948d97e3d8f6f69,d500d96e81473698ac10a1bdb4088d63857d39e42c0dde5eee030e16dc4c42f3,VALIDATION,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/gel/[gel][jaz_blu]1008__1.wav
eaaa51188a7b5f40f919bba61963ba252c11a87b9dad7d2c3b548434e824e1d2,d6d9d17b67d5946f6998c1f3a8d9eb00d2267d3fbc496f04ed12ca9073a4f977,TEST,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/org/[org][pop_roc]1256__1.wav
a6942fbfadb75552d92bdfc5f9c05df9b56466aa50a3d109af7676d76fd3ea69,dba94bf20f74e02cb3a8658407984481606ba0dc64d917e5d540e1adc39488d8,TEST,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/org/[org][jaz_blu]1205__2.wav
9a0e57e91a7fd003d64b41410ff1ff6211fabf67091a7c7c85f46b3c96f8d992,e7be0421eacc507b955035fefd8feaf0217799b6f599cd1944fa78290272056c,TEST,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/tru/[tru][jaz_blu]1871__1.wav
0bad14f47de56aca0f947f586d6b64ad40a49a10f5a1deb8661eb3c0e7a88298,f7a35357d2dc80c84fc24979c49e5a2fefbcc47ee4446bd4e2b3764fd590d89d,TEST,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/gac/[gac][pop_roc]0558__1.wav
d95541346dc63f3765a881b2a0c6499430685a38a967cd992e1a463ddbfb92bc,fe8e3b3bb80dd73976f6744ad53cee8c9ba2bbf5e756bae34c753b4566f00595,TEST,IRMAS,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/cel/[cel][pop_roc]0016__3.wav
d1bdb878a2354fe9e2314b20524a3d2005c9dac55bc8af5fdc3455a2f3dbc865,0ebcb47baf18b5740191f79b656146df8a9947dffe22c963454d55f1637900ed,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Haydn-S94-Menuet-ex1.wav
70fd39e6b71a9ae3e46ac5ae26a764ad4d7593d0b5a83bffdd91da2ac4449241,1bf38a55e238f1739a9612b482be3133ce0ea5d5d1d3be70e82d38e9552cac78,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Schubert-S8-II-ex2.wav
546604615f6ed72d886a0ee2d793995fc2fd7bec3cd803131c24f4afabbed95e,1e801f65c628d7dfe4a0ecbe7a151a67965f5574ab1708f9860f262bd78937f6,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Musorgski-Ravel-PicturesExhibition-ex7.wav
b0a78dcabbcafe1f7d22401fd70c3e30426d04061fe1c9c80c674a6bb3476040,217266dd56d5ec911eebb25014e80a2a5141e81dee2dc6713383fefc53cfe3b5,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Beethoven-S9-II-ex1.wav
1a80e4dc5225aa8cce026fff16ba0a2bc3f75bf5e5cd321ede9b2c48731dff6d,28b3fcac95604b2c0580b99781a1c8362bc3c3edc0625e6f5afb6fe4a9f1ca2b,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Ravel-Bolero-ex1.wav
5a3e15fdc0e4da9b85508c5000bbcbd0942e525f8f35cfa8a78dd3cfb2380f0b,2eb8d68a344517eb6a93e98abc9085b5be0848a3300ab4169daa1c5658459bfe,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Dvorak-S9-IV-ex1.wav
307a51a20bb86fb2a2e78000594d8630739fdfd6a3992cd33028ac306d66bfae,354b3b511c7f09a01e02e4e1b82d94c9ecb225d5f63013e310c0c62b4c997784,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Grieg-PeerGynt-MorningMood-ex2.wav
19f56a2fabac21a231fc825e3a43ea23e37079dc5f5b0e8e474804bc2b71e23f,35724c3acacd1c08715b328c5bd0ca0b8e44100b7b63d3852c595644f30edfeb,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Haydn-S94-Menuet-ex1.wav
319f1797f3d4c3bb2b1642dfa8343bedb2bff3ca8a20c596916999d9e4aa8043,3902fd2e8aa39e03e9e0655bd95ba1271e0dcb83e4e2699275cdfaf95a485e48,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Musorgski-Ravel-PicturesExhibition-ex8.wav
bc50062f8cb6311e7c30c650fd7f2ea06b3665521e31629b076dc8e6d461fd89,3972a2a26f846a2ba6109e193db1b7c4386295779a93cf0104c0d619023a0cc2,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Rimski-Korsakov-Scheherazade-Sea-SinbadShip-ex2.wav
b277be87ba241173c5215c496eab8b953a9b2f7b88313dc0771eb24b2d824840,4022e331d932781eb14f0a9b9cdf5c2907602efbe5343f457304027cb0d67fdd,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Beethoven-S9-II-ex1.wav
1bb22b1b6c0d4a81980318ab1436492436074a45f61fee72fd9adbdeadd58491,5a12d5fc433a6212d57adc9fde769ff8bdc0f15bbe5ec2e86022b9877b4aaa6b,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Haydn-S94-Menuet-ex2.wav
c96a0ee32517db5f6383915bbe1905e6f2ed9e0883b74c9b8591d67256cf5a73,5fb4c37c1f84c8c01cb45ae2854febb9dbe7fe416934f31a13f32452a0c2919f,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Wagner-Tannhauser-Act2-ex2.wav
47e8e1c16b1cf7125b78fb3b740dc2c6269d818889c5fb70f55f6604579297ed,7c55152532332e820a21b02d6996fca01b5bf3b205c82c66b995030ea35fa0d7,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Musorgski-Ravel-PicturesExhibition-ex8.wav
84ab896cc5bd1f24d9850b7f437f60abb6eb81a6b82967dd03403c65d0af4b26,83c7625c03ef69f35418254211332d6e5ddc78e06359ba57ac9e1792fc202b2f,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Musorgski-Ravel-PicturesExhibition-Promenade1-ex1.wav
882e525f84016a988f0deb80dbbc400eb13b6263fb009aa3620b2cbb63fe5a6f,8eb1b26c915b8d3f5243d5ebe6992552d585fa54aa269f2d063a387eede63a04,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Strauss-BlueDanube-ex1.wav
a796a40c473652eb3347f2a37eef95b3d544cdabf465836c687b8c9c101cc726,93eb76c8854bbfbb8dd32af86ae06b5caf6b06a6e3d617029966da6aaa17f875,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Holst-ThePlanets-Jupiter-ex3.wav
6456b571733575322b6e289b34fb058bb222d8010b94453795b95df609d1dda2,980493900a3c937d2fa692d9eab4d54a7324106b4a22c91a6f1a65370c718005,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Grieg-PeerGynt-MorningMood-ex2.wav
52455e80e43c83f4c8bdff924680911caa2d3d8d5cf1006c2a1c2d854e3d5907,9c227150837fb7b74b9e249b4f85dda26f9862d87f4289a0daa5a4c3b1731e42,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Haydn-S94-Menuet-ex2.wav
d812da637b05043d2a02215e99786dfe23ce12b6673dd1e2cb1be043b2ab3ce9,9c64915dbabe869496550ecb6d19c9a023471ae8092b894de5ae88fc5193af42,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Musorgski-Ravel-PicturesExhibition-Promenade1-ex1.wav
08dcb05a1d1da9089ed9b7e384c01034ed43134f6c59346b6840e897ac936ac5,9ca9b20e4dc7cde500aa3c7cbadd7ee86ee6c9d15c5f536a4b0209fbfed7b861,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Grieg-PeerGynt-MorningMood-ex1.wav
e16955e7bb40bb6441adb32cd34d6bbac56e09a35f71b9e6979a62c244004e5c,a4c0bd7dd778a1b5fbd4a83b686e47ecd803d7beb1aa0d702b9790716855cd6d,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Wagner-Tannhauser-Act2-ex2.wav
a36ad2cfbfe5591d98a0894b8af832bd1eba408747d2f6d9bb45ed2ff00def09,a4d4d469792489cff868cac026a1206f81fdf5c424afdde54690dcafb501c092,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Profofiev-Romeo&Juliet-DanceKnights-ex1.wav
3312c64474e8ec3f4fa3d36556d538057b5cbd6d5ad2ceeaabe7335696bcf1c5,a995c8f5c1ce2c1cbd54da726584cbab51b0d578ae9a2d4b713e7f7962c9d616,TRAIN,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Strauss-BlueDanube-ex3.wav
c6c22bd5d4b55c0d55adcfbcd823ba8be0c7129c194a773dfad2701688501de9,aa50f7fde646c8ab5ef24ef1c066c3b56eb7e882aab92a33e4d9edde01d4f399,VALIDATION,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Grieg-PeerGynt-MorningMood-ex1.wav
bc040d88c6bd2450beb2bdcdcc41e08667ca2d327db5a09f24b74aa0a028f6a0,aa89b85a11ed0eed50c35f8fb7fbe97b792dbffeffa485064982fe3b5a6aab38,VALIDATION,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Brahms-HungarianDance-n5-ex1.wav
aea2badb195b977a275dd5cfa3320e28f27746515dd60c746a046e259ccd3a81,b19c8e2e79fb2dcf4167015d05a770b997f209e645114dd40616e3771426b20b,VALIDATION,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Rimski-Korsakov-Scheherazade-Kalender-ex3.wav
53be306e7fca4b772bcf47ad0f89b89df467ffef84dcd1781b376efac119a31f,b2ee763bd65e02a24a72088abbb3b8dba383cf1ab38626d65bc2028be91cd534,VALIDATION,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Musorgski-Ravel-PicturesExhibition-ex7.wav
7a552c3bdb042b769079a05424b009f5cfb7180c9426e94b321d7abdfc744594,b9ea89b6df4be6702320e243bc157fdc0b918a40157d1717a4437cd38837f3fd,VALIDATION,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Rimski-Korsakov-Scheherazade-Sea-SinbadShip-ex2.wav
0eb398e1291f4fedf30b4827143156eaac33cc8bb44f4c96fd855dd27a4ad35c,ba1927a00e27cecd34814c46a8b9361ef2e59cea9e9c40d48fbfaff75beb2f6b,VALIDATION,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Brahms-S3-III-ex1.wav
76b1eaa7cb26c603f367d27906239b1f7a729db2ff5821e3d880070f2947ca8c,c5a12a94396892dc7cfe4b6532bf0b617458dc21d67e2c045bfb275fb91741be,VALIDATION,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Rimski-Korsakov-Scheherazade-Kalender-ex3.wav
d06ab2695c78f267b64f92a456c036ec80cbcddca0e8f40f6d90a6c485b28150,c5c3161d5507e43b8693fa2366d40d4dd47d2727a13cd9ed0a38a1535760e665,VALIDATION,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Profofiev-Romeo&Juliet-DanceKnights-ex1.wav
9ddf7249e2a40b9a3a364fce57619ef3c30c00fb959fc7d3123beb09795cf37f,c820a420401a26c2febaa46fe73abeafc806c5849fdc748297fadaa74cf71951,TEST,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Strauss-BlueDanube-ex3.wav
dac0406b845669a23166281070b6870f0491e44b47a4816623b4e9f1fdcaa866,cac85cc92c48a22892418c945d892ce937e7f8c3a56d413e43cfd353f627cf32,TEST,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Ravel-Bolero-ex1.wav
7a7312578d621187f9bbb3c9d552255c69f2eea2f55ee22d32b347aa101308c7,d16ad3792e232df799c32b0d8df0d5f0bdb1c629086d69f76e458a98eabeba63,TEST,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Strauss-BlueDanube-ex1.wav
9f74b140a2a25e7686cf9dc935286ec4e07f96710c004b691455ce31cba6542f,d284f5b481be05c8d942346069876e920be6635e863ef3b86a33a7aabd2fbc25,TEST,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Brahms-S3-III-ex1.wav
454548bc43c0d745cfdd5902742981e176a98e5844db0a0fb4848287ee17dc07,dc15a95010e51eb1af9f74663dbf996d96581ede61d8bf4a0bf695f245480f2f,TEST,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Schubert-S8-II-ex2.wav
4238d31fd462e949bf8a77730c604520973ad1e1f8d1be46b81960e02961a997,de4d9c77037d6d609b6f84cdb726d955b9b4ff2d10182a7b098575f57bb0ffa8,TEST,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Holst-ThePlanets-Jupiter-ex3.wav
93856e9934d89d298b38dca00d777ed1a81ce065a37655fcebe9a7eee66ad573,de953a75556975460692b5ff963b380418282489042cda195cfc17bfb05a2322,TEST,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Dvorak-S9-IV-ex1.wav
c640e91c29868e4329f75d73a2ab0ebded07443fbff21c6cc93d52a3354277ce,f48d02e37486137261b8e7113d04c7897ecd550ea64dc0c804b35f53282cf35b,TEST,Orchset,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Brahms-HungarianDance-n5-ex1.wav
