confirmation_parent_uid,source_corpus,selection_score,source_file_sha256,pcm_sha256,sample_rate,channels,sample_width_bits,sample_count,duration_seconds,canonical_pcm_path,upstream_parent_uid,existing_upstream_uid,absolute_source_path
879e30705cd3c3442346006885ea9f6f08db3fc237806e606ca8d088824f3aff,FSDnoisy18k,053d479738dd64c6fc27eb16567fe9b42420aed356ed5b28439657a42e8a561a,ca0bd8117f4e748c4c668e07dc7de622bc0350f4b2ad14cbcd74edf6a5159b9b,894b82056bb5de02064352cf5ad25864def04e111fadaf7a055ce4be8daed70c,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_ca0bd8117f4e748c4c668e07.wav,ca0bd8117f4e748c4c668e07dc7de622bc0350f4b2ad14cbcd74edf6a5159b9b,FSDN-000245,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/138099.wav
67c39f029476e7908e45083dff0ef5e06b3d6d9854ab1e415803f6b642429613,FSDnoisy18k,056c71449180c0354cf96b645d574b096b97f45e5228416a67d2100cf5f52262,c2f3f5596176d4d19c2da52db555f318b5cc01fa5ba62304ba4e62bdb3ee5b60,256f15c1e9038e8ec2eee35f51cb07abb36b68f73ba54d635e18df9f7c5c7d95,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_c2f3f5596176d4d19c2da52d.wav,c2f3f5596176d4d19c2da52db555f318b5cc01fa5ba62304ba4e62bdb3ee5b60,FSDN-000330,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/241829.wav
dec319fb2ec5d2bc8aebc936f0284cffeeaee8159a5d8419dd341bb6aaa27a91,FSDnoisy18k,072aa8ecc85eeab9844abfc6aae60d5d100be2585e6413a15ce60fd0dd6e5be4,ea8a50adc401a54fe344f72cebdaed63ed4f063fea3c7bd8efb9cbf7618be7fb,c1ac323f9749cc8145bfb94d4f506b48b5c53c59f3158490026ad3ea613ee9cb,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_ea8a50adc401a54fe344f72c.wav,ea8a50adc401a54fe344f72cebdaed63ed4f063fea3c7bd8efb9cbf7618be7fb,FSDN-000299,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/427140.wav
7d5b705446b82c50e814e1eb95e407783891979d2ad700f4720a54171b2c7c3f,FSDnoisy18k,090d36668dac3099dc8451bed45dbd9d664701f68bf6f2625ffad3f28014aeb9,fa5e4151a2df54c2b87b27ada38ab077f543e5c99ce9707b42107f97ec849e49,d672f8fec9078cc7d17843bbc48aa67f5938f7503f682a6c430da982c1195612,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_fa5e4151a2df54c2b87b27ad.wav,fa5e4151a2df54c2b87b27ada38ab077f543e5c99ce9707b42107f97ec849e49,FSDN-000258,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/369932.wav
a6a5771299df9ee05662496677ddeca267206205e6911c3ffa20283cf6d46ff1,FSDnoisy18k,0928a56dfffb1edd357126a03dae265a8a5cb8a4abd26b2e3084d56a63f07758,04f3844c98389984c2b5d87a5a3518113f4bce51968062d675cce5b20cfae8a2,707bf76d529887f69b577200fa61044831db420e34081292436e5ca13708c2aa,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_04f3844c98389984c2b5d87a.wav,04f3844c98389984c2b5d87a5a3518113f4bce51968062d675cce5b20cfae8a2,FSDN-000320,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/378299.wav
7f3e7d2c31dcaee0492225d33b648950c1ea1bf377d4c7d449d3654a17d79947,IRMAS,0005294581256f8d6d7a9f150d2ca190f0bc245ded6b9972638e7a8f2182c248,01a648e18ceba320e1249152f5bb2d19e33a19c48fab2444f2f9c393e2426790,cc57c7eadd783d3488214f5f2d6a8f363e2fbc75b1b219474b9e8b4aafb6b890,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_01a648e18ceba320e1249152.wav,01a648e18ceba320e1249152f5bb2d19e33a19c48fab2444f2f9c393e2426790,IRMA-004635,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/sax/[sax][jaz_blu]1784__2.wav
4223bd180f5eebf9a28af610bdcb6bb6dceeb51c267fea0aee1b798ce4bfec36,IRMAS,000e4f2a735ff192cbe24d2d6b9f968f560ba6a71202cee6030e3f8235be86ec,4f2cd6982d98bcc671f96aa0803fc0e5c53d601d0cdc62d8b3a5c99e58e78381,9fdae6dd5754033947620c3b32265bba0d5722ec09fe05d47ca6a76c31c68ffd,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_4f2cd6982d98bcc671f96aa0.wav,4f2cd6982d98bcc671f96aa0803fc0e5c53d601d0cdc62d8b3a5c99e58e78381,IRMA-002940,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/org/[org][jaz_blu]1167__1.wav
9b0dd68e66c39d9b0395b392bbdb5bcd9ecec9d67c33dfa26b061118fe3e2fae,IRMAS,001de8ea41af540e5e158e1baa5ad23c9aa89517772593f8daac8665f56aa0f3,3b4f9ae503b41b236828e4b8ee258a83b7083dba2228cc666f1047f2b2510f9d,38a140676190b9b754c7539ee5acdec7ab496fc022938fd5478c6659a475d59a,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_3b4f9ae503b41b236828e4b8.wav,3b4f9ae503b41b236828e4b8ee258a83b7083dba2228cc666f1047f2b2510f9d,IRMA-005333,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/tru/[tru][pop_roc]2053__1.wav
604c6105844a7127a7be9bd30ccee96812006219f5415509fa68fd1115af265a,IRMAS,002e1a0c34a62398efaa752545b20831cc7670116f982c665c117c011dd2b57c,81f32987f4f860558c81be8d64dba56495766c3b0ef28b96e5001ca7c26c35d6,2b38203e17dec9eeb9f2d72663fbaa04c4c408a9d2e5cff559b657e6e1f71086,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_81f32987f4f860558c81be8d.wav,81f32987f4f860558c81be8d64dba56495766c3b0ef28b96e5001ca7c26c35d6,IRMA-004202,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/sax/068__[sax][nod][cla]1681__1.wav
6d602ad5fcf423db9fb024a38ca7b0f125f843904b69eb4d3d18b41490b2bca6,IRMAS,0041ef14dd19c4f4c47c7e7de8975092a3a011ca7f0beba1a95374237b22aa5b,d0adf6998e5f3f21c31ea3943dca9a618022cf29548b18676d605e3db5dd5a5f,43445cb4be2b2159b3f024978acd7654a51d31c5a3e6b99c72d1801af6b23fb7,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_d0adf6998e5f3f21c31ea394.wav,d0adf6998e5f3f21c31ea3943dca9a618022cf29548b18676d605e3db5dd5a5f,IRMA-000788,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/cla/[cla][pop_roc]0193__1.wav
ed4c08c234f7fc97effd7fbf1af994c373271c49f3b4e939c111d5ebc7345809,IRMAS,00491313f62a4c51403190f4ec02f26c9f178f0e7e97503aea0224db40598735,f40ba136f865ffa64b779551ab1e5a389a71c4c9d6fa917eee668b16f0b6f4df,db3d212a0859e39b9c8bd890982c7b48e900fae6bd0750286d95cfa6138aab07,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_f40ba136f865ffa64b779551.wav,f40ba136f865ffa64b779551ab1e5a389a71c4c9d6fa917eee668b16f0b6f4df,IRMA-005415,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/vio/084__[vio][nod][cla]2149__3.wav
7b06fd124684034d0a142df9d63f1ca6ce18816074ce14daaf09302e28ddddeb,IRMAS,0056b0fcf46e651a42a67ce49a56a74fdaac21a22ff67dceeb55a85b8e443dd8,8920e8f89fb34a365980e29b612dfaed4c0b57493ded363fb33878111dc6f5b6,d3d4e8f4c472c71aa0ed9bc47bddc0b90b90eaa016d1a4963cfef2fd5c4031f6,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_8920e8f89fb34a365980e29b.wav,8920e8f89fb34a365980e29b612dfaed4c0b57493ded363fb33878111dc6f5b6,IRMA-003515,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/pia/134__[pia][nod][cla]1405__3.wav
307a87c3a58133b84b776a7c2ac3def50ce1ffbf31da388498c5bb5f30a455bc,IRMAS,00587d29b0f99310db727b80a999d18f1527b98fdadd70896cb1140384e3f212,198c89462504a87a19346fb9b10ed2ea2fd7bf3eca393bb0adffb41407036a38,b8ef6d93367deed47d7717f789533f3d9e6895dd9eed5c3c968da66861ce51ce,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_198c89462504a87a19346fb9.wav,198c89462504a87a19346fb9b10ed2ea2fd7bf3eca393bb0adffb41407036a38,IRMA-000160,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/cel/[cel][cla]0072__2.wav
ff3abd41f3703059aa7466f76065ee97d4c7fbd1cb6ea95fdf0da7fe8a9e00e5,IRMAS,005ab69e5a2cfde06c6248623afd68c7a3925535be9c30962e61329a35362e67,a3986679830e2662a7725985009b49a29030918805d0705bbe64351a7a2fdcb8,1302e0015941e1905a1299bf8cb071cb619cc39cf73452b54257a3a14e5eef08,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_a3986679830e2662a7725985.wav,a3986679830e2662a7725985009b49a29030918805d0705bbe64351a7a2fdcb8,IRMA-001140,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/flu/[flu][jaz_blu]0446__2.wav
b0c634802c9198103bdea348183df0b45896791cd10162f9dd15b2edc849d46b,IRMAS,005ce6c956504bc4656d944523f0e817458c57891638920bf5041b65faaedaa0,6579c8767739f0c023dd9a2b53b9e07dc27a774aa1055d3b2ea9edd43ae34a9d,883fdb7000f224262f88ec279fe85df467f233d2f94b85907d15b08aa08885b6,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_6579c8767739f0c023dd9a2b.wav,6579c8767739f0c023dd9a2b53b9e07dc27a774aa1055d3b2ea9edd43ae34a9d,IRMA-000620,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/cla/[cla][jaz_blu]0156__3.wav
19b052e9a0ec44db78dd36e49ae4da04ba980f371ab5389b29ef0b821b15ef57,IRMAS,006b172ebd182245e3cb9245c9876594c61691e48d085bac48ced9d708639d18,cfe9866ee22921b922e97c2cf2886d0ebed69d875acb70fad42cb43dad60af62,56ca8b7e01110be97f4984d9701d59ab0a03d1f42f9b4c73ae9111e839805381,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_cfe9866ee22921b922e97c2c.wav,cfe9866ee22921b922e97c2cf2886d0ebed69d875acb70fad42cb43dad60af62,IRMA-001472,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/gac/[gac][cla]0552__1.wav
d607134f6ff074b0e428f705410f67ec9f16dbd14e4d8f55dcd4435eac0db446,IRMAS,008a42fee80d72dd4c68bfa72168bb484c275c4c98d148edcc67b7bee41ad883,a348ebea75ce93419cac8796c3d0706c45ea27d260a94c977ee89439693c95d5,69c0790ed91b2136b5f6658268b46489365758eba79676fa203cdc4c98c98f34,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\IRMAS_a348ebea75ce93419cac8796.wav,a348ebea75ce93419cac8796c3d0706c45ea27d260a94c977ee89439693c95d5,IRMA-002322,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\IRMAS-TrainingData.zip!IRMAS-TrainingData/gel/219__[gel][dru][pop_roc]0983__2.wav
