derivative_uid,speech_parent_uid,speaker_id,codec_family,encoder_name,encoder_core,nominal_rate_kbps,achieved_rate_kbps,encoded_sha256,aligned_pcm_sha256,alignment_lag_samples,alignment_correlation,aligned_sample_count,encoded_size_bytes,encoded_path,decoded_raw_path,aligned_pcm_path,derivative_id_source_string,encode_return_code,probe_return_code,decode_return_code,probe_codec_name,status,encode_command,probe_command,decode_command
1762c581659f99892038db56,0ad263b796c06a52e66f5e54331c38ac,8455,Opus,libopus,libopus,32,33.588,9b50ed005644262e96571e50158e26e99e84e43c829dcf5d5747c08587674c96,bd6e36e471c73af8f1ddce1eb8694fb283adc399df878ee5ab9fedf188b82b56,0,0.993879487667454,96000,8397,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\1762c581659f99892038db56.opus,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\1762c581659f99892038db56.wav,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\aligned_pcm\1762c581659f99892038db56.wav,AQ2D0BH_DERIV_V1|0ad263b796c06a52e66f5e54331c38ac|Opus|32|libopus|57c56e369d5b4873b4d93fc1a1d833cb7cd8bc9325c14b05c34ce60b22842d8a,0,0,0,opus,PASS,"""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffmpeg.exe"" -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\8455-210777-0066.wav"" -map_metadata -1 -vn -sn -dn -c:a libopus -b:a 32k -vbr off ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\1762c581659f99892038db56.opus""","""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffprobe.exe"" -v error -show_entries stream=codec_name,sample_rate,channels,duration,bit_rate:format=format_name,duration,bit_rate -of json ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\1762c581659f99892038db56.opus""","[REDACTED_LOCAL_PATH]\AppData\Local\CapCut\Apps\7.7.0.3143\ffmpeg.exe -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\1762c581659f99892038db56.opus"" -map_metadata -1 -vn -sn -dn -ac 1 -ar 48000 -sample_fmt s16 ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\1762c581659f99892038db56.wav"""
18608973f03ce6bcbdf1bfa8,0ad263b796c06a52e66f5e54331c38ac,8455,Opus,libopus,libopus,80,82.068,967e243e585e5a0e6f3962a99ed7ae7a4b9b59768d5089d7a6465c603dcbaa98,d079f9892598c8fa04b728e6fbe6c5efc12910b44616f59278c335334aa54794,0,0.9985446185193196,96000,20517,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\18608973f03ce6bcbdf1bfa8.opus,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\18608973f03ce6bcbdf1bfa8.wav,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\aligned_pcm\18608973f03ce6bcbdf1bfa8.wav,AQ2D0BH_DERIV_V1|0ad263b796c06a52e66f5e54331c38ac|Opus|80|libopus|57c56e369d5b4873b4d93fc1a1d833cb7cd8bc9325c14b05c34ce60b22842d8a,0,0,0,opus,PASS,"""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffmpeg.exe"" -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\8455-210777-0066.wav"" -map_metadata -1 -vn -sn -dn -c:a libopus -b:a 80k -vbr off ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\18608973f03ce6bcbdf1bfa8.opus""","""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffprobe.exe"" -v error -show_entries stream=codec_name,sample_rate,channels,duration,bit_rate:format=format_name,duration,bit_rate -of json ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\18608973f03ce6bcbdf1bfa8.opus""","[REDACTED_LOCAL_PATH]\AppData\Local\CapCut\Apps\7.7.0.3143\ffmpeg.exe -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\18608973f03ce6bcbdf1bfa8.opus"" -map_metadata -1 -vn -sn -dn -ac 1 -ar 48000 -sample_fmt s16 ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\18608973f03ce6bcbdf1bfa8.wav"""
7166bdffec14b7a75719a9bd,0ad263b796c06a52e66f5e54331c38ac,8455,Opus,libopus,libopus,96,98.228,d9b867e37732f8c63d7af64c9a6dc5752ef1d0314bc75d76013fe960192c91b3,32e9eb3a788afdcf9b1f6fd7d5a324bcd1b21ac070928221ffd0eb421d444fe5,0,0.9988644666397055,96000,24557,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\7166bdffec14b7a75719a9bd.opus,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\7166bdffec14b7a75719a9bd.wav,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\aligned_pcm\7166bdffec14b7a75719a9bd.wav,AQ2D0BH_DERIV_V1|0ad263b796c06a52e66f5e54331c38ac|Opus|96|libopus|57c56e369d5b4873b4d93fc1a1d833cb7cd8bc9325c14b05c34ce60b22842d8a,0,0,0,opus,PASS,"""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffmpeg.exe"" -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\8455-210777-0066.wav"" -map_metadata -1 -vn -sn -dn -c:a libopus -b:a 96k -vbr off ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\7166bdffec14b7a75719a9bd.opus""","""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffprobe.exe"" -v error -show_entries stream=codec_name,sample_rate,channels,duration,bit_rate:format=format_name,duration,bit_rate -of json ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\7166bdffec14b7a75719a9bd.opus""","[REDACTED_LOCAL_PATH]\AppData\Local\CapCut\Apps\7.7.0.3143\ffmpeg.exe -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\7166bdffec14b7a75719a9bd.opus"" -map_metadata -1 -vn -sn -dn -ac 1 -ar 48000 -sample_fmt s16 ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\7166bdffec14b7a75719a9bd.wav"""
f3c3841175338b7156bbdb5e,0ad263b796c06a52e66f5e54331c38ac,8455,Opus,libopus,libopus,128,130.952,cedbf0640ef840ce39e714339f2775250cfb1bb075a1fbaf64147f68a1bbf753,b0bffeff9e7d2285210ae1874ee03c2d6bd1feb521becd240705443cf2aef91e,0,0.9994429625480071,96000,32738,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\f3c3841175338b7156bbdb5e.opus,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\f3c3841175338b7156bbdb5e.wav,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\aligned_pcm\f3c3841175338b7156bbdb5e.wav,AQ2D0BH_DERIV_V1|0ad263b796c06a52e66f5e54331c38ac|Opus|128|libopus|57c56e369d5b4873b4d93fc1a1d833cb7cd8bc9325c14b05c34ce60b22842d8a,0,0,0,opus,PASS,"""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffmpeg.exe"" -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\8455-210777-0066.wav"" -map_metadata -1 -vn -sn -dn -c:a libopus -b:a 128k -vbr off ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\f3c3841175338b7156bbdb5e.opus""","""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffprobe.exe"" -v error -show_entries stream=codec_name,sample_rate,channels,duration,bit_rate:format=format_name,duration,bit_rate -of json ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\f3c3841175338b7156bbdb5e.opus""","[REDACTED_LOCAL_PATH]\AppData\Local\CapCut\Apps\7.7.0.3143\ffmpeg.exe -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\f3c3841175338b7156bbdb5e.opus"" -map_metadata -1 -vn -sn -dn -ac 1 -ar 48000 -sample_fmt s16 ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\f3c3841175338b7156bbdb5e.wav"""
3ffa3018c7764ec4bbe6ac57,0e4073a5d7c87ddc5de0bb26f62a658b,6930,AAC,aac,FFmpeg-native AAC,32,36.316,948d65f7b68e21d37cae12dc946672e6037dfd7ae4d58c315098de70f4b56221,a46bc5a8e5ebea397832211d968afa4edea2d66ae436f9f4d9e160cd233cb2cb,0,0.9051350981632287,96000,9079,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\3ffa3018c7764ec4bbe6ac57.m4a,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\3ffa3018c7764ec4bbe6ac57.wav,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\aligned_pcm\3ffa3018c7764ec4bbe6ac57.wav,AQ2D0BH_DERIV_V1|0e4073a5d7c87ddc5de0bb26f62a658b|AAC|32|FFmpeg-native AAC|57c56e369d5b4873b4d93fc1a1d833cb7cd8bc9325c14b05c34ce60b22842d8a,0,0,0,aac,PASS,"""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffmpeg.exe"" -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\6930-75918-0015.wav"" -map_metadata -1 -vn -sn -dn -c:a aac -b:a 32k ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\3ffa3018c7764ec4bbe6ac57.m4a""","""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffprobe.exe"" -v error -show_entries stream=codec_name,sample_rate,channels,duration,bit_rate:format=format_name,duration,bit_rate -of json ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\3ffa3018c7764ec4bbe6ac57.m4a""","[REDACTED_LOCAL_PATH]\AppData\Local\CapCut\Apps\7.7.0.3143\ffmpeg.exe -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\3ffa3018c7764ec4bbe6ac57.m4a"" -map_metadata -1 -vn -sn -dn -ac 1 -ar 48000 -sample_fmt s16 ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\3ffa3018c7764ec4bbe6ac57.wav"""
fd02dabbb46154c21304a6b1,0e4073a5d7c87ddc5de0bb26f62a658b,6930,AAC,aac,FFmpeg-native AAC,80,86.732,07fc885d480cdd480dc41082c1a57640cf1de6dacdd6f640e87694a55a25d1af,38457f08a4e47114c28d37d79fd40acd8051bffb31444edb8a99090b48acb735,0,0.9974488147327,96000,21683,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\fd02dabbb46154c21304a6b1.m4a,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\fd02dabbb46154c21304a6b1.wav,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\aligned_pcm\fd02dabbb46154c21304a6b1.wav,AQ2D0BH_DERIV_V1|0e4073a5d7c87ddc5de0bb26f62a658b|AAC|80|FFmpeg-native AAC|57c56e369d5b4873b4d93fc1a1d833cb7cd8bc9325c14b05c34ce60b22842d8a,0,0,0,aac,PASS,"""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffmpeg.exe"" -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\6930-75918-0015.wav"" -map_metadata -1 -vn -sn -dn -c:a aac -b:a 80k ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\fd02dabbb46154c21304a6b1.m4a""","""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffprobe.exe"" -v error -show_entries stream=codec_name,sample_rate,channels,duration,bit_rate:format=format_name,duration,bit_rate -of json ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\fd02dabbb46154c21304a6b1.m4a""","[REDACTED_LOCAL_PATH]\AppData\Local\CapCut\Apps\7.7.0.3143\ffmpeg.exe -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\fd02dabbb46154c21304a6b1.m4a"" -map_metadata -1 -vn -sn -dn -ac 1 -ar 48000 -sample_fmt s16 ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\fd02dabbb46154c21304a6b1.wav"""
d92dc2b8d9d572e793d861e3,0e4073a5d7c87ddc5de0bb26f62a658b,6930,AAC,aac,FFmpeg-native AAC,96,104.16,2d590a39de577df220107d5d6ee47384544c6c13d7227de2e92dc9971b627bc7,fedbe7889bfc9b383d52d74cf36f51802b0827d01e6097911e3577e781197846,0,0.9979513321617625,96000,26040,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\d92dc2b8d9d572e793d861e3.m4a,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\d92dc2b8d9d572e793d861e3.wav,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\aligned_pcm\d92dc2b8d9d572e793d861e3.wav,AQ2D0BH_DERIV_V1|0e4073a5d7c87ddc5de0bb26f62a658b|AAC|96|FFmpeg-native AAC|57c56e369d5b4873b4d93fc1a1d833cb7cd8bc9325c14b05c34ce60b22842d8a,0,0,0,aac,PASS,"""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffmpeg.exe"" -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\6930-75918-0015.wav"" -map_metadata -1 -vn -sn -dn -c:a aac -b:a 96k ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\d92dc2b8d9d572e793d861e3.m4a""","""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffprobe.exe"" -v error -show_entries stream=codec_name,sample_rate,channels,duration,bit_rate:format=format_name,duration,bit_rate -of json ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\d92dc2b8d9d572e793d861e3.m4a""","[REDACTED_LOCAL_PATH]\AppData\Local\CapCut\Apps\7.7.0.3143\ffmpeg.exe -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\d92dc2b8d9d572e793d861e3.m4a"" -map_metadata -1 -vn -sn -dn -ac 1 -ar 48000 -sample_fmt s16 ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\d92dc2b8d9d572e793d861e3.wav"""
d1add5a2849d10af8caaa7c5,0e4073a5d7c87ddc5de0bb26f62a658b,6930,AAC,aac,FFmpeg-native AAC,128,135.692,48aaffd0feee558cea80292ce2e8082d3bea4511c185a26c680bfaa5e8b9398c,d6587756eed87082232a54ccbb2e22a7383e24b88fc422ca9a59ae077a3948b9,0,0.9991067354351503,96000,33923,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\d1add5a2849d10af8caaa7c5.m4a,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\d1add5a2849d10af8caaa7c5.wav,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\aligned_pcm\d1add5a2849d10af8caaa7c5.wav,AQ2D0BH_DERIV_V1|0e4073a5d7c87ddc5de0bb26f62a658b|AAC|128|FFmpeg-native AAC|57c56e369d5b4873b4d93fc1a1d833cb7cd8bc9325c14b05c34ce60b22842d8a,0,0,0,aac,PASS,"""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffmpeg.exe"" -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\6930-75918-0015.wav"" -map_metadata -1 -vn -sn -dn -c:a aac -b:a 128k ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\d1add5a2849d10af8caaa7c5.m4a""","""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffprobe.exe"" -v error -show_entries stream=codec_name,sample_rate,channels,duration,bit_rate:format=format_name,duration,bit_rate -of json ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\d1add5a2849d10af8caaa7c5.m4a""","[REDACTED_LOCAL_PATH]\AppData\Local\CapCut\Apps\7.7.0.3143\ffmpeg.exe -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\d1add5a2849d10af8caaa7c5.m4a"" -map_metadata -1 -vn -sn -dn -ac 1 -ar 48000 -sample_fmt s16 ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\d1add5a2849d10af8caaa7c5.wav"""
e36653672c7b6c5250479b16,0e4073a5d7c87ddc5de0bb26f62a658b,6930,MP3,libmp3lame,libmp3lame,32,33.584,2466ebb084538a8d19340b2768b5064340965a4cc7b175d3da8897cd91fd2618,5d389b4453a0a2baa991c24456727d119b5a4f13e9bbde4b755531c626f41447,0,0.9570316479326217,96000,8396,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\e36653672c7b6c5250479b16.mp3,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\e36653672c7b6c5250479b16.wav,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\aligned_pcm\e36653672c7b6c5250479b16.wav,AQ2D0BH_DERIV_V1|0e4073a5d7c87ddc5de0bb26f62a658b|MP3|32|libmp3lame|57c56e369d5b4873b4d93fc1a1d833cb7cd8bc9325c14b05c34ce60b22842d8a,0,0,0,mp3,PASS,"""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffmpeg.exe"" -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\6930-75918-0015.wav"" -map_metadata -1 -vn -sn -dn -c:a libmp3lame -b:a 32k ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\e36653672c7b6c5250479b16.mp3""","""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffprobe.exe"" -v error -show_entries stream=codec_name,sample_rate,channels,duration,bit_rate:format=format_name,duration,bit_rate -of json ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\e36653672c7b6c5250479b16.mp3""","[REDACTED_LOCAL_PATH]\AppData\Local\CapCut\Apps\7.7.0.3143\ffmpeg.exe -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\e36653672c7b6c5250479b16.mp3"" -map_metadata -1 -vn -sn -dn -ac 1 -ar 48000 -sample_fmt s16 ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\e36653672c7b6c5250479b16.wav"""
31d322e50b5e9377374cd67e,0e4073a5d7c87ddc5de0bb26f62a658b,6930,MP3,libmp3lame,libmp3lame,80,82.736,6a655bdc2c0a0f1239f5c95aaec29a0817947f6bb3d7745db3568b57295798af,e437cc3e1ef5d61ace699393d666c9595608e0d5483bc0a28ff3d8e95dff8f82,0,0.9986640587583789,96000,20684,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\31d322e50b5e9377374cd67e.mp3,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\31d322e50b5e9377374cd67e.wav,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\aligned_pcm\31d322e50b5e9377374cd67e.wav,AQ2D0BH_DERIV_V1|0e4073a5d7c87ddc5de0bb26f62a658b|MP3|80|libmp3lame|57c56e369d5b4873b4d93fc1a1d833cb7cd8bc9325c14b05c34ce60b22842d8a,0,0,0,mp3,PASS,"""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffmpeg.exe"" -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\39_bh_speech\canonical_selected\6930-75918-0015.wav"" -map_metadata -1 -vn -sn -dn -c:a libmp3lame -b:a 80k ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\31d322e50b5e9377374cd67e.mp3""","""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\tools\gyan_ffmpeg_9.0_full\bin\ffprobe.exe"" -v error -show_entries stream=codec_name,sample_rate,channels,duration,bit_rate:format=format_name,duration,bit_rate -of json ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\31d322e50b5e9377374cd67e.mp3""","[REDACTED_LOCAL_PATH]\AppData\Local\CapCut\Apps\7.7.0.3143\ffmpeg.exe -y -hide_banner -i ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\encoded\31d322e50b5e9377374cd67e.mp3"" -map_metadata -1 -vn -sn -dn -ac 1 -ar 48000 -sample_fmt s16 ""[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\42_bh_derivatives\decoded_raw\31d322e50b5e9377374cd67e.wav"""
